

Maximizing UCYN-A N2 fixation

maximal Host Biomass flux: 0.1766568453          1.00

Minimizing inter-organism metabolite transfer

total number of metabolites transferred: 11.0000000512          1.00

Finding pFBA flux distribution at minimal metabolite transfer

pFBA objective: 1099.8178985920           1.00
rxn01200[ucyn]   0.0005260841    -10000.0000000000   10000.0000000000
rxn01116[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00019_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00409[ucyn]   0.0000000004    -10000.0000000000   10000.0000000000
UPHYDR[ucyn]   2.2698405321    0.0000000000   10000.0000000000
E2ctrans_cpd00025_ucyn[ucyn]   -0.0005774904    -10000.0000000000   10000.0000000000
E2ctrans_cpd11640_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
CBFCu[ucyn]   14.2086739168    0.0000000000   10000.0000000000
E2ctrans_cpd00221_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01302[ucyn]   0.3872997067    -10000.0000000000   10000.0000000000
rxn00364[ucyn]   0.0000000004    -10000.0000000000   10000.0000000000
rxn00782[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00785[ucyn]   -0.0005260841    -10000.0000000000   10000.0000000000
rxn00784[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00097[ucyn]   0.0005774912    -10000.0000000000   10000.0000000000
rxn03958[ucyn]   -0.0000000004    -10000.0000000000   10000.0000000000
E2ctrans_cpd00001_ucyn[ucyn]   1.5927829863    -10000.0000000000   10000.0000000000
PSI[ucyn]   14.2086739168    0.0000000000   10000.0000000000
rxn00423[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxnAAredhep[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00528_ucyn[ucyn]   -0.7610971345    -10000.0000000000   10000.0000000000
rxn00237[ucyn]   0.0000514071    -10000.0000000000   10000.0000000000
rxn00239[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn01324[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00009_ucyn[ucyn]   2.7297818870    -10000.0000000000   10000.0000000000
rxn00300[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn00459[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn06874[ucyn]   0.7610971345    0.0000000000   10000.0000000000
E2ctrans_cpd00011_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00007_ucyn[ucyn]   0.0005765638    -10000.0000000000   10000.0000000000
E2ctrans_cpd00017_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00338[ucyn]   0.0005260841    0.0000000000   10000.0000000000
E2ctrans_cpd00033_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn02988[ucyn]   -0.0005260841    -10000.0000000000   0.0000000000
E2ctrans_cpd00166_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01987[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
ATP_syn_l[ucyn]   4.0596211191    0.0000000000   10000.0000000000
rxn00692[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_hvphoton1_ucyn[ucyn]   28.4173478337    -10000.0000000000   10000.0000000000
rxn00916[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn04092[ucyn]   0.0000514063    0.0000000000   10000.0000000000
rxn02402[ucyn]   -0.0005260841    -10000.0000000000   0.0000000000
E2ctrans_cpd00117_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd04098_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00001_ucyn[ucyn]   -1.5927829863    -100000.0000000000   10000.0000000000
rxn00260[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00001[ucyn]   1.5588809502    0.0000000000   10000.0000000000
rxn00717[ucyn]   0.0360063745    0.0000000000   10000.0000000000
Exchange_cpd00166_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00035_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00048_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00278[ucyn]   -0.0000514063    -10000.0000000000   10000.0000000000
Exchange_cpd00007_ucyn[ucyn]   -0.0005765638    -10.0000000000   1000.0000000000
E2ctrans_cpd00009_ucyn[ucyn]   -2.7297818870    -10000.0000000000   10000.0000000000
FQR[ucyn]   14.2086739168    0.0000000000   10000.0000000000
E2ctrans_cpd00051_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00013_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00242_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn02475[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn02474[ucyn]   -0.0000514071    -10000.0000000000   0.0000000000
E2ctrans_cpd00047_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00041_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00244_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00322_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00012_ucyn[ucyn]   1.5582520510    -10000.0000000000   10000.0000000000
E2ctrans_cpd04098_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00053_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00027_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00283[ucyn]   0.0000514063    -10000.0000000000   10000.0000000000
E2ctrans_cpd00029_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00834[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn00832[ucyn]   -0.0000514071    -10000.0000000000   10000.0000000000
E2ctrans_cpd00060_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00129_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01333[ucyn]   -0.0005260841    -10000.0000000000   10000.0000000000
E2ctrans_cpd00100_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn05039[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn04784[ucyn]   0.0000514071    0.0000000000   10000.0000000000
rxn09499[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00067_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00107_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01643[ucyn]   0.3872997067    -10000.0000000000   10000.0000000000
E2ctrans_cpd02069_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00244_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00193[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00023_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00770[ucyn]   0.0005260841    -10000.0000000000   10000.0000000000
rxn00777[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00747[ucyn]   0.0005260841    -10000.0000000000   10000.0000000000
rxn05937[ucyn]   -0.7745480059    -10000.0000000000   10000.0000000000
rxn01106[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01100[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn01101[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00025_ucyn[ucyn]   0.0005774904    0.0000000000   10000.0000000000
E2ctrans_cpd00132_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00558[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
rxn00762[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00528_ucyn[ucyn]   0.7610971345    -10000.0000000000   10000.0000000000
E2ctrans_cpd00156_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00186_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_hvphoton1_ucyn[ucyn]   -28.4173478337    -10000.0000000000   10000.0000000000
Exchange_cpd00048_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd01242_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
E2ctrans_cpd00032_ucyn[ucyn]   0.0000000000    -10000.0000000000   10000.0000000000
Exchange_cpd00012_ucyn[ucyn]   -1.5582520510    -10000.0000000000   10000.0000000000
MGDGS1819Z160[ctobin]   0.0121435682    0.0000000000   10000.0000000000
GDPGALP[ctobin]   0.1577798248    0.0000000000   10000.0000000000
GLYDH[ctobin]   1.2165791633    0.0000000000   10000.0000000000
CYRH[ctobin]   0.0360063745    0.0000000000   10000.0000000000
DSMSTOLD[ctobin]   0.0000000000    -10000.0000000000   10000.0000000000
HCYStm[ctobin]   -0.6162803464    -10000.0000000000   10000.0000000000
CDPDAGS18111Z160h[ctobin]   0.0002446697    0.0000000000   10000.0000000000
LGGSOR[ctobin]   0.0000000000    -10000.0000000000   10000.0000000000
CYSth[ctobin]   -0.0451206315    -10000.0000000000   10000.0000000000
CYStm[ctobin]   0.0433381639    -10000.0000000000   10000.0000000000
rxn00373[ctobin]   0.0379345843    0.0000000000   10000.0000000000
ALCD19y[ctobin]   0.0027888816    -10000.0000000000   10000.0000000000
2DHPtn[ctobin]   0.0000000000    -10000.0000000000   10000.0000000000
2DHPtm[ctobin]   0.0000000000    -10000.0000000000   10000.0000000000
DGTSD5DS1829Z12Z1835Z9Z12Z[ctobin]   0.0006232454    0.0000000000   10000.0000000000
AGPATCOA1819Z160[ctobin]   0.0000597100    0.0000000000   10000.0000000000
PGKh[ctobin]   2.8177415887    -10000.0000000000   10000.0000000000
CYSTAm[ctobin]   0.0433381639    -10000.0000000000   10000.0000000000
E2ptrans_cpd00239_ctobin[ctobin]   0.0468900264    -10000.0000000000   10000.0000000000
CBFC2[ctobin]   55.3599583206    0.0000000000   10000.0000000000
ETHAPT1801819Z[ctobin]   0.0006923182    0.0000000000   10000.0000000000
ACOAR6m[ctobin]   0.0095108424    0.0000000000   10000.0000000000
AROHLh[ctobin]   0.0247646399    0.0000000000   10000.0000000000
ACACT7m[ctobin]   0.0095108424    0.0000000000   10000.0000000000
MANth[ctobin]   0.0000000000    -10000.0000000000   10000.0000000000
